推薦年度,適讀年齡,經典好書,書名,作者,繪者,譯者,出版社,出版日期(西元),出版日期(民國),本土/翻譯,屬性分類,ISBN,定價
101/102,0~3歲,,蹦！,松岡達英,松岡達英,蒲蒲蘭,,2008-11-01,97-11,翻譯,,9789862110652,169
101/102,3~5歲,,坐電車出發 坐電車回家,間瀨直方,間瀨直方,高明美,,2008-11-01,97-11,翻譯,,9789577624604,250
100/102,0~3歲,,小象散步,中野弘隆,中野弘隆,林真美,,2008-07-01,97-07,翻譯,,9789866759963,250
99/100/102,0~3歲,,米米說不,周逸芬,陳致元,,和英文化,2008-06-01,97-06,翻譯,,9789867942999,180
101,0~3歲,,好餓好餓的小白熊,成田雅子,成田雅子,周慧珠,小魯文化,2008-05-01,97-05,翻譯,,9789867742865,250
101,0~3歲,,蘋果是我的！,福田直,福田直,黃郁欽,,2008-04-01,97-04,翻譯,,9789866759338,250
101/102/103/104,3~5歲,,七隻瞎老鼠,艾德．楊,艾德．楊,馬景賢,阿爾發,2008-03-01,97-03,翻譯,,9789868375222,250
101/103,3~5歲,,不是箱子,安東尼特‧波第斯,安東尼特‧波第斯,郭妙芳,阿布拉教育文化,2007-12-01,96-12,翻譯,,9789868357723,260
101/102,0~3歲,,大家一起拔蘿蔔,陳世仁、陳致元,陳致元,,和英文化,2007-11-01,96-11,翻譯,,9789867942944,280
102,3~5歲,,小真的長頭髮,高樓方子,高樓方子,汪仲,阿爾發,2007-11-01,96-11,翻譯,,9789868375208,210
101/102/103/104/105,3~5歲,是,100層樓的家,岩井俊雄,岩井俊雄,周佩穎,小魯文化,2007-11-01,96-11,翻譯,,9789862110850,280
102/103,3~5歲,,我絕對絕對不吃番茄,蘿倫．柴爾德,蘿倫．柴爾德,賴慈芸,,2007-07-01,96-07,翻譯,,9789577624352,280
102,3~5歲,,我爸爸,安東尼布朗,安東尼布朗,,格林文化,2007-05-01,96-05,翻譯,,9577454569,199
99/100,0~3歲,,我的蠟筆,長新太,長新太,鄭明進,維京國際,2007-01-01,96,翻譯,,9789867428769,
100,0~3歲,,顛倒看世界：我是誰？,Marutan,Marutan,謝依玲,,2007-01-01,96,翻譯,,9789862110010,
98/99/100/102/103,0~3歲,是,誰吃掉了？,五味太郎,五味太郎,,上誼文化,2007-01-01,96,翻譯,,9789577622969,160
101,0~3歲,,一開始是一個蘋果,伊東寬,伊東寬,周佩穎,,2006-10-01,95-10,翻譯,,9789867188526,270
102,3~5歲,,大猩猩,安東尼布朗,安東尼布朗,,,2006-10-01,95-10,翻譯,,4717702039769,250
103/104,3~5歲,,一吋蟲,李歐．李歐尼,李歐．李歐尼,楊茂秀,,2006-07-01,95-07,翻譯,,9789867235251,280
102,3~5歲,,冬芽合唱團,長新文太,長新文太,林真美,天下雜誌,2006-06-01,95-06,翻譯,,986715875X,260
101,0~3歲,,搭公車,荒井良二,荒井良二,林真美,,2006-06-01,9506,翻譯,,9867249496,280
101,0~3歲,,小蛇散步,伊東寬,伊東寬,周佩穎,,2006-02-01,95-02,翻譯,,9789867188243,250
102/104,3~5歲,,短耳兔,達文茜,唐唐,,,2006-02-01,95-02,本土,,9789867158277,250
99/100/101,0~3歲,,小雞逛超市,工藤紀子,工藤紀子,周佩穎,,2006-02-01,95-02,翻譯,,9789867188229,250
99/101,0~3歲,,媽媽的小褲褲,山岡光,山岡光,周佩穎,,2006-02-01,95-02,翻譯,,9789867188236,220
102,3~5歲,,妞妞的鹿角,大衛．司摩,大衛．司摩,柯倩華,,2006-02-01,95-02,翻譯,,9867942051,250
98/99/100/101/102/103/104,0~3歲,是,抱抱！,傑茲．阿波羅,傑茲．阿波羅,上誼出版部,上誼文化,2006-01-01,95,翻譯,,9789577622501,260
100/104,0~3歲,,爸爸的圖畫書,高畠純,高畠純,米雅,,2006-01-01,95-01,翻譯,,9867460758,240
98/99/100/101/102/103/104,0~3歲,是,遊戲時間躲貓貓,DK,DK,高明美總編輯,,2005-12-01,94-12,翻譯,,9577624103,250
99/100/101,0~3歲,,遊戲時間躲貓貓,DK,DK,高明美總編輯,,2005-12-01,94-12,翻譯,,9789580000000,250
100/102,0~3歲,,好玩的東西,"DK,上誼編輯部","DK,上誼編輯部",,,2005-12-01,94-12,翻譯,,9789577621818,220
98/99/100/101/102/103/104,0~3歲,是,遊戲時間躲貓貓,DK出版社,DK出版社,信誼編輯部,上誼文化,2005-12-01,94-12,翻譯,,9789577624109,250
102,3~5歲,,我要牛奶！,J．A．Er．csson,J．A．Er．csson,林真美,,2005-09-01,94-09,翻譯,,9789573236269,250
102,3~5歲,,好想見到你,五味太郎,五味太郎,林真美,,2005-09-01,94-09,翻譯,,9789573255895,250
98/99/100/101/102/103,0~3歲,是,紅圓圓和黑圓圓,上野與志,村松勝,鄭明進,,2005-06-01,94-06,翻譯,,9577624006,260
99/101/102,0~3歲,,小鵪鶉捉迷藏,木本百子,木本百子,游珮芸,,2005-06-01,94-06,翻譯,,9577624014,220
98/99/100/101/102/103,3~5歲,是,紅圓圓和黑圓圓,上野與志,村松勝,鄭明進,上誼文化,2005-06-01,94-06,翻譯,,9789577624000,260
99/100/101/103,0~3歲,,艾瑪玩捉迷藏,大衛．麥基,大衛．麥基,周逸芬,和英文化,2005-05-01,94-05,翻譯,,9867942590,299
102,3~5歲,,我討厭媽媽……,酒井駒子,酒井駒子,米雅,,2005-04-01,94-04,翻譯,,9867295021,350
101,0~3歲,,動物絕對不應該穿衣服,茱蒂‧巴瑞特,隆‧巴瑞特,沙永玲,,2005-03-01,94-03,翻譯,,9789867742896,260
102/103/104,3~5歲,,Guji Guji,陳致元,陳致元,,,2005-02-01,94-02,本土,,9861610170,250
103/104,3~5歲,,小魚散步,陳致元,陳致元,,,2005-02-01,94-02,本土,,9861610200,250
100/10/104,3~5歲,,雨傘,太田大八,太田大八,,小魯文化,2005-01-01,94-01,翻譯,,9789867742773,250
100,0~3歲,,小老鼠找新家,彼得．霍拉賽克,彼得．霍拉賽克,慈芸,,2005-01-01,94,翻譯,,9789577624093,
104,3~5歲,,大頭妹,土田伸子,土田伸子,姚萍,,2004-12-01,93-12,翻譯,,9789862114360,280
101/104,3~5歲,,魯拉魯先生的庭院,伊東寬,伊東寬,陳珊珊,小魯文化,2004-09-01,93-09,翻譯,,9789867742629,260
101,0~3歲,,小河馬,瑪西亞．布朗,瑪西亞．布朗,林真美,,2004-09-01,93-09,翻譯,,9867635698,280
104,3~5歲,,和爸爸一起讀書,理察．喬根森,華倫．漢生,柯倩華,維京國際,2004-08-01,93-08,翻譯,,9789867428059,280
104,3~5歲,,我的地圖書,莎拉．方納利,莎拉．方納利,趙映雪,,2004-07-01,93-07,翻譯,,9577623662,350
101,0~3歲,,怕浪費的奶奶,真珠真理子,真珠真理子,米雅,,2004-04-01,93-04,翻譯,,9867295145,260
102,0~3歲,,好大的紅蘋果,垂石真子,垂石真子,鄭明進,,2004-02-01,93-02,翻譯,,9789861613024,220
100/101,0~3歲,,小噹噹,神澤利子,柳生弦一郎,米雅,,2003-12-01,92-12,翻譯,,9789576428715,220
101,0~3歲,,紗娜的紅色毛衣,成田雅子,成田雅子,鄭如峰,小魯文化,2003-11-01,92-11,翻譯,,9789867742285,240
98/99/100/101/102/103,0~3歲,是,打開傘,李紫蓉,崔麗君,,信誼基金,2003-07-01,92-07,本土,,9576428637,250
98/99/100/101/102/103,0~3歲,是,打開傘,李紫蓉,崔麗君,,信誼基金,2003-07-01,92-07,本土,,9789576428630,250
100/101/102,3~5歲,,愛吃青菜的鱷魚,湯姆牛,湯姆牛,,信誼基金,2003-04-01,92-04,本土,,9576428289,250
103,3~5歲,,瘋狂星期二,大衛威斯納,大衛威斯納,,格林文化,2003-04-01,92-04,翻譯,,9577450032,250
103,3~5歲,,我為什麼快樂,羅倫斯‧安荷特,凱瑟琳‧安荷特,,和英文化,2003-04-01,92-04,翻譯,,9789867942876,250
103,3~5歲,,小黑魚,李歐．李奧尼,李歐．李奧尼,孫晴峰,,2003-02-01,92-02,翻譯,,9577623123,300
101,0~3歲,,我們家的長板凳,陳慧縝,陳慧縝,,國語日報,2003-01-01,92-01,翻譯,,9577514472,250
100,0~3歲,,袋鼠也有媽媽嗎?,艾瑞．卡爾,艾瑞．卡爾,林良,上誼,2003-01-01,92,翻譯,,9789577623225,
98/99/100/101/102/103/104,0~3歲,是,月亮晚安,瑪格麗特．懷茲．布朗,克雷門．赫德,黃迺毓,上誼文化,2003-01-01,92,翻譯,,9789577623201,200
100,0~3歲,,小鈴鐺：寶寶媽媽快樂念兒歌,李紫蓉,賴馬,,,2003-01-01,92,翻譯,,9789576428623,
98/99/100/101/102/103,0~3歲,是,牛來了：最受喜愛的中國傳統兒歌,張振松,張振松,,,2003-01-01,92,本土,,9789576428647,250
101,0~3歲,,利兒找到了路,菲莉斯‧路特,克利斯多佛‧丹尼斯,宋珮,,2003-01-01,92-01,翻譯,,9867942191,250
98/100/101/102/103/104,0~3歲,是,從頭動到腳,艾瑞．卡爾,艾瑞．卡爾,林良,,2002-12-01,91-12,翻譯,,9577623174,200
98/99/100/101/102/103/104,0~3歲,是,月亮晚安,瑪格麗特．懷茲．布朗,克雷門．赫德,黃迺毓,,2002-12-01,91-12,翻譯,,9577623204,200
98/99/100/101/102/103/104,0~3歲,是,從頭動到腳,艾瑞．卡爾,艾瑞．卡爾,林良,上誼文化,2002-12-01,91-12,翻譯,,9789577623171,200
102,3~5歲,,大象艾瑪,大衛‧麥基,大衛‧麥基,周逸芬,,2002-07-01,91-07,翻譯,,9867942116,249
98/99/100/102/103,0~3歲,是,誰吃掉了？,五味太郎,五味太郎,,,2002-05-01,91-05,翻譯,,9577622968,160
101,0~3歲,,藏在誰那兒呢？,五味太郎,五味太郎,,上誼文化,2002-05-01,91-05,翻譯,,957762295X,160
103.104,3~5歲,,好想吃榴槤,劉旭恭,劉旭恭,,,2002-04-01,9104,本土,,9861611843,250
102,3~5歲,,好想吃榴槤,劉旭恭,劉旭恭,,信誼基金,2002-04-01,91-04,本土,,9576427568,250
102,3~5歲,,肚臍的祕密,柳生弦一郎,柳生弦一郎,蔣家鋼,,2002-04-01,91-04,翻譯,,9789861612843,240
102,0~3歲,,寶寶的肚臍在哪裡？,凱倫‧凱茲,梁麗娟,賴美伶,,2002-04-01,91-04,翻譯,,9867517725,200
99/100/101,0~3歲,,早起的一天,賴馬,賴馬,,和英文化,2002-02-01,91-02,翻譯,,9789867942012,280
102,0~3歲,,丹丹寶寶版：刷牙刷刷刷,清野幸,清野幸,鄭明進,,2001-10-01,90-10,翻譯,,9577622747,100
102,3~5歲,,南瓜湯,海倫．庫柏,海倫．庫柏,柯倩華,,2001-09-01,90-09,翻譯,,9789573048381,270
102,3~5歲,,莉莉的紫色小皮包,凱文．漢克斯,,李坤珊,和英文化,2001-07-01,90-07,翻譯,,9573048329,250
101,3~5歲,,小羊睡不著,北村悟,北村悟,劉清彥,三之三文化,2001-07-01,90-07,翻譯,,9572089161,220
101,3~5歲,,第五個,恩斯特．揚德,諾爾曼．容格,高玉菁,三之三文化,2001-06-01,90-06,翻譯,社會情緒,9572089145,220
102,3~5歲,,勇敢的莎莎,凱文．漢克,凱文．漢克,柯倩華,三之三文化,2001-05-01,90-05,翻譯,,9572089102,220
98/99/100/101/102/103,0~3歲,是,晚安，猩猩,佩琪．芮士曼,佩琪．芮士曼,郭恩惠,,2001-01-01,90,翻譯,,9577622372,300
101/102,0~3歲,,小雷和波波_小雷看醫生,克萊兒．克雷蒙,海倫．奧森柏莉,邱孟嫻,,2001-01-01,90-01,翻譯,,9789577624796,200
98/99/100/101/102/103,0~3歲,是,晚安，猩猩,佩琪．芮士曼,佩琪．芮士曼,郭恩惠,上誼文化,2001-01-01,90,翻譯,,9789577622372,300
100/101/103,3~5歲,,借你一把傘,小出保子,小出保子,何奕佳,信誼基金,2000-11-01,89-11,翻譯,,9576426715,80
98/99/100/101/102/103/104,0~3歲,是,窗外送來的禮物,五味太郎,五味太郎,鄭明進,,2000-09-01,89-09,翻譯,,9577622178,250
102,0~3歲,,大狗醫生,芭貝柯爾,芭貝柯爾,黃迺毓,,2000-06-01,89-06,翻譯,,9578872909,280
101/102/103/104,3~5歲,,菲菲生氣了──非常、非常的生氣,莫莉．卞,莫莉．卞,李坤珊,三之三文化,2000-02-01,89-02,翻譯,,9572089013,280
100/101,0~3歲,,荷花開,中國傳統兒歌,楊傳信、劉桂芳、楊炯秋、蕭惠君、吳正義、吳杏雪、張國雄,,信誼基金,2000-01-01,89,翻譯,,9576420954,300
98/99/100/101/102/103/104,0~3歲,是,小波在哪裡,艾瑞克．希爾,艾瑞克．希爾,方家瑜,上誼文化,2000-01-01,89,翻譯,,957762328X,280
98/99/100/101/102/103/104,0~3歲,是,棕色的熊、棕色的熊，你在看什麼？,比爾．馬丁,艾瑞．卡爾,李坤珊,,1999-11-01,88-11,翻譯,,9577621902,200
101/102,3~5歲,,鯨魚,五味太郎,五味太郎,余治瑩,,1999-09-01,88-09,翻譯,,9578872720,280
98/99/100/101/101/102/103/104,0~3歲,是,棕色的熊、棕色的熊，你在看什麼？,比爾．馬丁,艾瑞．卡爾,李坤珊,上誼文化,1999-09-01,88-09,翻譯,,9789577621900,200
99,0~3歲,,我會自己穿衣服（立體書）,,,,,1999-01-01,88,翻譯,,9789578872639,
100,0~3歲,,可愛的動物,上誼編輯部,上誼編輯部,,,1999-01-01,88,翻譯,,9789577621825,
102,3~5歲,,掉下來、掉下來了,金．紀歐,金．紀歐,林靜慧,,1998-12-01,87-12,翻譯,,9789573264507,260
101,0~3歲,,蠟筆盒的故事,唐‧弗利門,唐‧弗利門,林真美,遠流,1998-10-01,87-10,翻譯,,9573236079,180
98/101/102/103/104,0~3歲,是,小貓頭鷹,馬丁．韋德爾,派克．賓森,林良,上誼文化,1998-05-01,87-05,翻譯,,9577621171,260
99,0~3歲,,波波生日快樂,Lucy Cousins,,,,1998-05-01,87,翻譯,,9579632715,
98/99/100/101/102/103/104,3~5歲,是,鱷魚怕怕 牙醫怕怕,五味太郎,五味太郎,上誼編輯部,上誼文化,1998-03-01,87-03,翻譯,,9577621384,250
103/104,3~5歲,,爺爺一定有辦法,菲比‧吉爾曼,菲比‧吉爾曼,宋珮,,1998-01-01,87-01,翻譯,,9577621937,250
98/99/100/101/102/103/104,3~5歲,是,窗外送來的禮物,五味太郎,五味太郎,鄭明進,上誼文化,1998-01-01,87,翻譯,,9789577622174,250
102,3~5歲,,李奧的天使,提利．勒南,沙基．布勒奇,殷麗君,米奇巴克,1997-09-01,86-09,翻譯,,9789868456662,260
100/102/103,3~5歲,,自己的顏色,雷歐．里歐尼文,雷歐．里歐尼文,林真美,,1997-09-01,86-09,翻譯,,9789573233459,220
102,3~5歲,,在一個晴朗的日子裡,農尼．荷羅傑恩,農尼．荷羅傑恩,林菀玲,,1997-09-01,86-09,翻譯,,9789573233442,280
98/99/100/102/103,0~3歲,是,我的衣裳,西卷茅子,西卷茅子,林真美,遠流,1997-08-01,86-08,翻譯,,9789573232742,240
102/103/104,3~5歲,,門鈴又響了,佩特．哈金絲,佩特．哈金絲,林真美,,1997-06-01,86-06,翻譯,,9789573233435,250
101/102,0~3歲,,是誰嗯嗯在我頭上？,維爾納．赫爾坎瓦爾斯,沃爾夫．埃爾布魯赫,方素珍,,1997-05-01,86-05,翻譯,,9578416040,280
101/102/103/104,3~5歲,,逃家小兔,瑪格莉特．懷茲．布朗,克雷門．赫德,黃迺毓,信誼,1997-04-01,86-04,翻譯,,9576424038,200
98/100/101,0~3歲,,小猴子,李紫蓉,楊麗玲,,信誼基金,1996-12-01,85-12,翻譯,,986161124X,280
102/103/104,3~5歲,,小房子,維吉尼亞.李.巴頓,維吉尼亞.李.巴頓,林真美,,1996-09-01,85-09,翻譯,,9789573230434,280
102,0~3歲,,我最討厭你了,珍妮絲梅尤德里文,珍妮絲梅尤德里文,林真美,,1996-07-01,85-07,翻譯,,9789573228486,120
102,3~5歲,,瑪德琳,路德威白蒙,路德威白蒙,林真美,,1996-06-01,85-06,翻譯,,9789573227458,280
99/100/101/102/103/104,3~5歲,是,猜猜我有多愛你,山姆．麥克布雷尼,安妮塔．婕朗,陳淑惠,上誼文化,1996-03-01,85-03,翻譯,,957762068X,260
98/100/101/102/103/104,0~3歲,是,張開大嘴呱呱呱,肯思．福克納,喬納森．藍伯,陳淑惠,上誼文化,1996-03-01,85-03,翻譯,,9577620698,350
102/103,3~5歲,,讓路給小鴨子,羅勃．麥羅斯基,羅勃．麥羅斯基,畢璞,國語日報社,1995-02-01,84-02,翻譯,,9577510736,280
102,0~3歲,,小寶寶翻翻書系列-衣服,馬梭．普萊斯,摩意拉．肯波,,上誼文化,1994-06-01,83-06,翻譯,,9577620043,120
99/101/102/103/104,3~5歲,是,古利和古拉,中川李枝子,大村百合子,林立,信誼基金,1994-05-01,83-05,翻譯,,9789861612744,220
99/101/102/103/104,3~5歲,是,媽媽，買綠豆！,曾陽晴,萬華國,,信誼基金,1993-09-01,82-09,本土,,9789861612607,200
104,3~5歲,,小黑魚,李歐．李奧尼,李歐．李奧尼,張劍鳴,,1993-02-01,82-02,翻譯,,9579691185,250
104,3~5歲,,彼得的椅子,艾茲拉‧傑克‧季茲,艾茲拉‧傑克‧季茲,孫晴峰,,1993-02-01,82-02,翻譯,,9579691258,250
98/99/100/101/102/103/104,0~3歲,是,母雞蘿絲去散步,佩特．哈群斯,佩特．哈群斯,上誼出版部,上誼文化,1993-02-01,82-02,翻譯,,9579691290,300
103,3~5歲,,這是我的,李歐‧李奧尼,李歐‧李奧尼,孫麗芸,上誼,1993-02-01,82-02,翻譯,,957762314X,280
103,3~5歲,,彼得的椅子,艾茲拉‧傑克‧季茲,艾茲拉‧傑克‧季茲,孫晴峰,,1991-07-01,80-07,翻譯,,9789579691253,250
99/103/104,3~5歲,,紅龜粿,王金選,曹俊彥,,信誼,1991-06-01,80-06,本土,,9576420598,360
98/99/100/101/102/103/104,0~3歲,是,好餓的毛毛蟲,艾瑞．卡爾,艾瑞．卡爾,鄭明進,上誼文化,1990-01-01,79-01,翻譯,,9577620981,280
99/100/101/102/103/104,3~5歲,是,阿文的小毯子,凱文．漢克斯,凱文．漢克斯,方素珍,三之三文化,1988-08-01,77-08,翻譯,,9578872593,280
98/99/100/101/102/103/104,0~3歲,是,小金魚逃走了,五味太郎,五味太郎,信誼基金出版社編輯部,信誼基金,1987-10-01,76-10,翻譯,,9576421292,160
98/99/100/101/102/103/104,0~3歲,是,爸爸跟我玩,渡邊茂男,大友康夫,信誼基金出版社,957642058X,1985-02-01,74-02,翻譯,,957642058X,140
105,0~3歲,,我們來洗手！,東尼．羅斯,東尼．羅斯,林清雲,,1921-04-01,104-01,翻譯,,9789865664183,250
104,0~3歲,,這是我的！,三浦太郎,三浦太郎,鄭明進,,1921-01-01,100-01,翻譯,,9789862112540,230
104,3~5歲,,好奇猴喬治,H.A.雷伊,H.A.雷伊,劉清彥,,1920-07-01,97-01,翻譯,,9789866830761,250
104,3~5歲,,請問一下，踩得到底嗎？,陳致元,陳致元,,,1920-06-01,96-01,本土,,9789861611839,250
99/100/101/102/103,0~3歲,,抱抱！,傑茲．阿波羅,傑茲．阿波羅,上誼出版部,上誼文化,1920-01-01,90-01,翻譯,,957762250X,260
99/100/101,0~3歲,,好忙的蜘蛛,艾瑞．卡爾,艾瑞．卡爾,鄧美玲,上誼文化,1911-08-01,81,翻譯,,957762099X,300
